timeframe,fast_ema,slow_ema,atr_mult,ema_200,rsi_max,Return %,Sharpe,Max DD %,Win Rate %,Trades,Avg Duration (min)
15m,5,30,4.5,False,70,7.173503132185806,0.6837424400278918,13.53844682818648,36.04651162790697,86,1484.3023255813953
15m,5,30,4.5,False,100,6.003344348414521,0.5865897507299105,15.238557443956626,36.36363636363637,88,1468.465909090909
15m,5,30,,True,70,11.963100750000285,1.2796316886082373,10.674470722474117,30.18867924528302,53,1763.7735849056603
15m,5,30,,True,100,9.92923175000028,1.0567510313059663,12.70442514434727,30.909090909090907,55,1729.6363636363637
15m,5,30,,False,70,14.909280000000491,1.2213480218164765,13.435919924681116,36.04651162790697,86,1636.9186046511627
15m,5,30,,False,100,12.875411000000486,1.0593939734628222,13.870990942387598,36.36363636363637,88,1618.465909090909
15m,8,13,2.5,True,70,4.707659691535309,0.6981957882981745,12.282121548582312,37.704918032786885,61,949.9180327868852
15m,8,13,2.5,True,100,2.6186403193872136,0.41471240090974804,14.797169445698533,36.92307692307693,65,897.4615384615385
15m,8,13,2.5,False,70,-5.686456170458279,-0.43523121224897415,19.427022375075513,36.84210526315789,114,812.8947368421053
15m,8,13,2.5,False,100,-7.77547554260641,-0.6181050890418796,21.848387774558045,36.440677966101696,118,788.6440677966102
15m,8,13,3.5,True,70,8.003848494668182,1.0089251760651692,16.162159468013602,32.78688524590164,61,1135.8196721311476
15m,8,13,3.5,True,100,6.223582059914816,0.7872392027455607,17.938238900743137,33.84615384615385,65,1095.6923076923076
15m,8,13,3.5,False,70,11.18819368310774,0.976531183249152,20.864235500845286,33.33333333333333,114,1040.1315789473683
15m,8,13,3.5,False,100,9.407927248354326,0.8318715200682565,22.6023661851281,33.89830508474576,118,1021.271186440678
15m,8,13,4.5,True,70,6.571902270011878,0.8106964896966975,16.401048505979144,36.0655737704918,61,1209.344262295082
15m,8,13,4.5,True,100,4.437309799701825,0.5591629975302986,19.355707528166096,36.92307692307693,65,1185.4615384615386
15m,8,13,4.5,False,70,13.766853156679598,1.1406470328219562,17.22124749183308,36.84210526315789,114,1146.1842105263158
15m,8,13,4.5,False,100,11.632260686369547,0.9629905429893445,20.166031953838818,37.28813559322034,118,1135.1694915254238
15m,8,13,,True,70,7.115038250000406,0.8629786591650029,17.247827974075584,36.0655737704918,61,1217.2131147540983
15m,8,13,,True,100,3.090864750000446,0.41235224781404406,21.260459929626712,36.92307692307693,65,1194.6923076923076
15m,8,13,,False,70,14.529369750000887,1.1839917811733112,18.030437626101556,36.84210526315789,114,1151.3157894736842
15m,8,13,,False,100,10.505196250000926,0.8691378108530551,21.931137521261533,37.28813559322034,118,1141.1440677966102
15m,8,21,2.5,True,70,7.545372908197397,1.121609876571508,11.073102287466268,35.18518518518518,54,924.4444444444445
15m,8,21,2.5,True,100,7.132607062038687,1.0523736861406585,11.918352548357516,35.714285714285715,56,895.7142857142857
15m,8,21,2.5,False,70,1.2373164439673245,0.22662306157327117,15.03964250373597,35.22727272727273,88,809.1477272727273
15m,8,21,2.5,False,100,0.03017559013826485,0.09699129399018068,16.615258709506318,35.16483516483517,91,785.7692307692307
15m,8,21,3.5,True,70,7.874063628448857,0.9954002073672673,13.323091469500929,33.33333333333333,54,1340.2777777777778
15m,8,21,3.5,True,100,6.350877503442508,0.8077237195903197,14.841626727262746,33.92857142857143,56,1297.232142857143
15m,8,21,3.5,False,70,13.116797724790013,1.1914493870710139,17.28114646588293,35.22727272727273,88,1258.2954545454545
15m,8,21,3.5,False,100,10.27926717059936,0.9420591406393996,20.04881278798929,35.16483516483517,91,1221.923076923077
15m,8,21,4.5,True,70,6.8958435974263015,0.8388726374163006,12.726512712543439,31.48148148148148,54,1555.0
15m,8,21,4.5,True,100,5.725684813655016,0.6966885362179913,14.713632702330973,32.142857142857146,56,1527.5892857142858
15m,8,21,4.5,False,70,8.277055769757634,0.7483313414640161,15.106859270071588,36.36363636363637,88,1463.3522727272727
15m,8,21,4.5,False,100,5.743516985986344,0.5517711243142922,18.37952718546499,36.26373626373626,91,1435.3846153846155
15m,8,21,,True,70,8.728231750000532,0.9564134138413634,14.855787692545174,29.629629629629626,54,1688.888888888889
15m,8,21,,True,100,5.84978525000056,0.6556244269961647,17.730228632386556,30.357142857142854,56,1658.3035714285713
15m,8,21,,False,70,11.78701850000084,0.9635390078882737,15.205574007535,35.22727272727273,88,1577.3863636363637
15m,8,21,,False,100,7.545192000000861,0.654817306445167,18.499466988809548,35.16483516483517,91,1546.6483516483515
15m,8,30,2.5,True,70,3.884262121757229,0.6351435931710778,10.839338527272426,32.55813953488372,43,909.0697674418604
15m,8,30,2.5,True,100,3.233893740586973,0.5336028629057209,11.924309024300268,32.608695652173914,46,862.5
15m,8,30,2.5,False,70,-3.364177884840558,-0.2604064161054585,16.46715297804119,31.88405797101449,69,878.2608695652174
15m,8,30,2.5,False,100,-4.808921273681153,-0.4034659170335393,18.295296620636144,31.506849315068493,73,838.972602739726
15m,8,30,3.5,True,70,5.300175309130145,0.7096008891853823,12.417979086194032,30.23255813953488,43,1418.3720930232557
15m,8,30,3.5,True,100,3.1767324311456373,0.4524876932471884,14.535234770385086,30.434782608695656,46,1339.891304347826
15m,8,30,3.5,False,70,6.35474032239149,0.6465926206363075,17.785925652703778,33.33333333333333,69,1359.1304347826087
15m,8,30,3.5,False,100,2.9169530152226115,0.3593034767476871,21.15730270036931,32.87671232876712,73,1296.164383561644
15m,8,30,4.5,True,70,3.473729202332515,0.46945787879057677,12.977693691782838,32.55813953488372,43,1761.6279069767443
15m,8,30,4.5,True,100,1.364521194596307,0.23851918654570317,15.910590261281426,32.608695652173914,46,1689.7826086956522
15m,8,30,4.5,False,70,1.9307162571334857,0.2783530494176224,15.396886842734581,36.231884057971016,69,1668.4782608695652
15m,8,30,4.5,False,100,-1.691796750602748,0.018076121708733156,19.790173421539855,35.61643835616438,73,1608.0821917808219
15m,8,30,,True,70,11.038663500000348,1.1431861758926132,15.50417737028233,32.55813953488372,43,2148.8372093023254
15m,8,30,,True,100,7.441441000000395,0.7760706602166169,19.26531043869427,32.608695652173914,46,2054.6739130434785
15m,8,30,,False,70,12.246048250000513,0.9720455322615575,14.158934152614695,36.231884057971016,69,2015.6521739130435
15m,8,30,,False,100,7.13552075000057,0.6148576398964454,19.398433587239314,35.61643835616438,73,1938.0821917808219
