timeframe,fast_ema,slow_ema,atr_mult,ema_200,rsi_max,Return %,Sharpe,Max DD %,Win Rate %,Trades,Avg Duration (min)
5m,8,30,,False,70,6.00727175000136,0.5906741654041856,14.0884366641779,31.63265306122449,196,661.1479591836735
5m,8,30,,False,100,8.708087250001494,0.7477090632790129,19.916500049976886,33.014354066985646,209,645.4066985645933
15m,3,13,2.5,True,70,11.159569437330196,1.342105980214325,8.920852287091137,36.27450980392157,102,725.8823529411765
15m,3,13,2.5,True,100,9.922249272821295,1.1852010421285588,10.594548592032245,36.19047619047619,105,708.4285714285714
15m,3,13,2.5,False,70,-4.621172145605715,-0.28253471126995805,19.199651397138815,33.5195530726257,179,606.0335195530727
15m,3,13,2.5,False,100,-5.858492310114593,-0.380249170906202,20.866274274631376,33.51648351648351,182,597.9395604395604
15m,3,13,3.5,True,70,11.63198433397081,1.2596800034233993,14.260940167476974,34.31372549019608,102,792.0588235294117
15m,3,13,3.5,True,100,10.666698866132606,1.1515947312090522,15.24500520523992,35.23809523809524,105,776.7142857142857
15m,3,13,3.5,False,70,0.5682149666929945,0.17823135868565304,24.888027934686523,31.28491620111732,179,680.7821229050279
15m,3,13,3.5,False,100,-0.39707050114521963,0.10963317644732098,25.866977491121308,31.868131868131865,182,673.7637362637363
15m,3,13,4.5,True,70,10.619558401539075,1.1073755400180203,15.828758801812622,35.294117647058826,102,810.7352941176471
15m,3,13,4.5,True,100,9.498140495843904,0.9872461940499657,17.185330930531894,36.19047619047619,105,795.1428571428571
15m,3,13,4.5,False,70,3.7134691515397438,0.40484635941518404,21.893999887618094,32.960893854748605,179,696.3687150837989
15m,3,13,4.5,False,100,2.5920512458445044,0.3240016494519849,23.244608216502886,33.51648351648351,182,689.2582417582418
15m,3,13,,True,70,10.888592750000612,1.1312590262209883,15.89863150139271,34.31372549019608,102,812.2058823529412
15m,3,13,,True,100,9.637284750000639,0.9973162126132666,17.384989081003415,35.23809523809524,105,796.7142857142857
15m,3,13,,False,70,4.136426500001267,0.4348956780008543,21.96496526331498,32.402234636871505,179,697.2905027932961
15m,3,13,,False,100,2.8851185000012722,0.34447326937060097,23.444788476709842,32.967032967032964,182,690.2472527472528
15m,3,21,2.5,True,70,-4.783449293261628,-0.4685212551470359,19.204625408327523,27.77777777777778,90,713.8333333333334
15m,3,21,2.5,True,100,-5.014767287939833,-0.49000909386404307,19.874876764486306,28.26086956521739,92,701.25
15m,3,21,2.5,False,70,-16.928077293037948,-1.4526611017856272,26.148919823592355,31.818181818181817,154,617.6298701298701
15m,3,21,2.5,False,100,-17.159395287716155,-1.4632302447684271,26.800452436176275,32.05128205128205,156,611.4423076923077
