ticker,timeframe,ema_fast,ema_slow,atr_mult,stop_mode,position_size,Return %,Sharpe,Max DD %,Trades,Avg Weekly Return %,Max Weekly Loss %
TQQQ,30m,8,21,2.5,intraday,0.9,9.645116408417334,1.0206527695212941,15.599248616974752,23,0.430838371841931,-5.945039367737626
TQQQ,30m,8,21,2.5,close_only,0.5,2.462549000000126,0.44252202455217815,12.10844474999991,23,0.12405583304486219,-3.918551486821953
TQQQ,30m,8,21,2.5,close_only,0.7,3.2791897500002056,0.4417132878054164,16.814512499999886,23,0.18398790038760857,-5.421049112710675
TQQQ,30m,8,21,2.5,close_only,0.9,3.8996520000001964,0.4423429297525439,21.351936999999907,23,0.243646880021715,-7.170783317998808
TQQQ,30m,8,21,3.5,intraday,0.5,8.688354360357447,1.3054661675401513,11.223013384182149,23,0.3687721933183937,-4.2903198373860025
TQQQ,30m,8,21,3.5,intraday,0.7,12.175662003706474,1.2951391636594807,15.565426774599722,23,0.5308725036402709,-5.927888100737022
TQQQ,30m,8,21,3.5,intraday,0.9,15.247892756123974,1.287246981220634,19.80711856088952,23,0.6829099702126226,-7.847847792894291
TQQQ,30m,8,21,3.5,close_only,0.5,9.910323250000193,1.3821554091489239,12.258369749999916,23,0.4127680714227817,-3.9892368600150774
TQQQ,30m,8,21,3.5,close_only,0.7,13.697977750000154,1.3528654625382504,16.974432499999885,23,0.5836408827480151,-5.469686007864949
TQQQ,30m,8,21,3.5,close_only,0.9,16.88196900000016,1.334166423058949,21.54384099999992,23,0.7362021930761586,-7.235931662678041
TQQQ,30m,8,21,4.5,intraday,0.5,8.934761046256176,1.2541253320245715,12.287144412085183,23,0.37583598779327465,-4.130522044440688
TQQQ,30m,8,21,4.5,intraday,0.7,12.414772997259433,1.239182933540654,16.98267432150891,23,0.5356549257821013,-5.658715013518989
TQQQ,30m,8,21,4.5,intraday,0.9,15.390809193554741,1.2330259014391307,21.341336958675853,23,0.6802720893074068,-7.489132998323744
TQQQ,30m,8,21,4.5,close_only,0.5,12.515020250000155,1.6134102670088923,12.757619999999918,23,0.5159369757704969,-4.0119571585414455
TQQQ,30m,8,21,4.5,close_only,0.7,17.481085250000163,1.5882710089075869,17.640099499999895,23,0.733270847433091,-5.500084067336375
TQQQ,30m,8,21,4.5,close_only,0.9,22.10773950000016,1.5970787066034,22.119168499999944,23,0.9410626011151743,-7.276649378102573
TQQQ,30m,8,21,,intraday,0.5,13.194680250000147,1.699363103067355,12.757619999999918,23,0.5405878188757316,-4.0119571585414455
TQQQ,30m,8,21,,intraday,0.7,18.435607750000145,1.6700967035368057,17.640099499999895,23,0.7666771298794202,-5.500084067336375
TQQQ,30m,8,21,,intraday,0.9,23.291147500000125,1.6754843153921508,22.119168499999944,23,0.9809848295446352,-7.276649378102573
TQQQ,30m,8,21,,close_only,0.5,13.194680250000147,1.699363103067355,12.757619999999918,23,0.5405878188757316,-4.0119571585414455
TQQQ,30m,8,21,,close_only,0.7,18.435607750000145,1.6700967035368057,17.640099499999895,23,0.7666771298794202,-5.500084067336375
TQQQ,30m,8,21,,close_only,0.9,23.291147500000125,1.6754843153921508,22.119168499999944,23,0.9809848295446352,-7.276649378102573
TQQQ,30m,8,30,2.5,intraday,0.5,-4.53772252120948,-0.97417654650261,9.138771507446473,19,-0.17714904041752136,-3.0200365845810095
TQQQ,30m,8,30,2.5,intraday,0.7,-6.836394605952932,-1.0175672912071962,12.785092559395745,19,-0.26598445802694487,-4.3200840336652835
TQQQ,30m,8,30,2.5,intraday,0.9,-9.022450776182097,-1.0166301975745968,16.598723772538882,19,-0.3483091046909977,-5.689866581694014
